ID_Estudiante,Alumno,Semana,Fecha Inicio,Fecha Fin,Comunicación,Matemática,Ciencia y Tecnología,Personal Social,Educación Religiosa,Educación Física,Arte,Inglés,Promedio,Clases Asistidas,Clases Totales,Asistencia (%),Progreso Académico (%),Desempeño academico
EST028,Ricardo José Navarro Campos,19,8/4/2025,8/8/2025,16,16,19,19,16,17,19,16,17.3,5,5,100,81.9,Alto
EST029,Sofía Camila Gutiérrez Salazar,19,8/4/2025,8/8/2025,17,18,17,17,19,18,16,17,17.4,5,5,100,79.4,Bajo
EST030,Sonia Valentina Quispe López,19,8/4/2025,8/8/2025,17,16,17,16,19,16,18,17,17.0,5,5,100,73.75,Bajo
EST031,Valeria Alejandra Paredes Flores,19,8/4/2025,8/8/2025,16,16,17,16,17,17,17,18,16.8,5,5,100,78.1,Bajo
EST001,Adriana Beatriz León Vargas,20,8/11/2025,8/15/2025,17,20,20,16,17,16,17,17,17.5,5,5,100,78.1,Alto
EST002,Ariana Michelle León Cordero,20,8/11/2025,8/15/2025,20,17,17,20,17,17,19,19,18.3,5,5,100,80.6,Alto
EST003,Andrés Felipe Guerrero Soto,20,8/11/2025,8/15/2025,16,17,16,16,16,17,16,20,16.8,5,5,100,73.75,Bajo
EST004,Camila Estefanía Salazar Vega,20,8/11/2025,8/15/2025,16,16,20,16,17,19,16,17,17.1,5,5,100,74.4,Alto
EST005,Carlos Andrés Herrera Medina,20,8/11/2025,8/15/2025,20,17,16,18,17,19,17,16,17.5,5,5,100,76.25,Alto
EST006,Carmen Rosa Méndez Fuentes,20,8/11/2025,8/15/2025,20,19,17,16,20,17,20,20,18.6,5,5,100,85,Alto
EST007,Dafne Isabel Castro Díaz,20,8/11/2025,8/15/2025,17,17,17,20,17,17,16,16,17.1,5,5,100,67.5,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,20,8/11/2025,8/15/2025,16,16,16,17,16,17,17,17,16.5,5,5,100,76.25,Bajo
EST009,Diana Sofia Campos Díaz,20,8/11/2025,8/15/2025,16,17,17,17,20,19,19,16,17.6,5,5,100,76.25,Alto
EST010,Eduardo Enrique Prado Jiménez,20,8/11/2025,8/15/2025,17,17,17,17,17,17,17,17,17.0,5,5,100,58.1,Alto
EST011,Felipe Augusto Espinoza Torres,20,8/11/2025,8/15/2025,17,16,19,16,16,16,17,19,17.0,5,5,100,76.9,Bajo
EST012,Gabriela Isabel Ríos Medina,20,8/11/2025,8/15/2025,16,17,16,16,16,18,19,16,16.8,5,5,100,78.1,Alto
EST013,Gisela Emilia Contreras Mendizábal,20,8/11/2025,8/15/2025,16,17,16,16,17,18,17,17,16.8,5,5,100,68.75,Bajo
EST014,Hugo Francisco Mendoza Rojas,20,8/11/2025,8/15/2025,16,17,16,16,17,16,16,16,16.3,5,5,100,73.75,Bajo
EST015,Jorge Eduardo Salazar Peña,20,8/11/2025,8/15/2025,16,18,17,16,16,20,20,17,17.5,5,5,100,80.6,Alto
EST016,José Antonio Díaz Romero,20,8/11/2025,8/15/2025,17,17,17,20,19,16,16,17,17.4,5,5,100,73.75,Alto
EST017,Juan Carlos Morales Miranda,20,8/11/2025,8/15/2025,18,17,17,20,20,17,17,18,18.0,5,5,100,80.6,Alto
EST018,Laura Valentina Paredes Silva,20,8/11/2025,8/15/2025,19,16,16,16,19,18,18,17,17.4,5,5,100,85,Alto
EST019,Luciana Andrea Vásquez Romero,20,8/11/2025,8/15/2025,17,17,16,16,17,16,16,17,16.5,5,5,100,68.75,Bajo
EST020,Luis Alberto García Pérez,20,8/11/2025,8/15/2025,17,17,19,17,18,16,17,16,17.1,5,5,100,73.75,Alto
EST021,Magdalena Alejandra Torres Mendoza,20,8/11/2025,8/15/2025,16,17,18,17,20,17,18,17,17.1,5,5,100,79.4,Bajo
EST022,María Fernanda Gutiérrez Rojas,20,8/11/2025,8/15/2025,17,18,16,19,17,17,16,17,17.1,4,5,80,69.4,Bajo
EST023,Naomi Emilia Cervantes Herrera,20,8/11/2025,8/15/2025,17,17,17,20,17,20,17,20,16.5,5,5,100,71.9,Bajo
EST024,Natalia Eugenia Chávez Herrera,20,8/11/2025,8/15/2025,20,16,16,16,19,18,17,17,17.1,5,5,100,78.75,Bajo
EST025,Pablo Daniel Cabrera Luna,20,8/11/2025,8/15/2025,16,18,19,17,17,18,16,17,16.5,5,5,100,73.75,Bajo
EST026,Paula Renata Gómez Silva,20,8/11/2025,8/15/2025,17,16,17,17,16,16,16,17,16.5,5,5,100,64.4,Bajo
EST027,Renata Alejandra Olivos Díaz,20,8/11/2025,8/15/2025,19,17,17,16,17,17,16,18,17.1,5,5,100,70.6,Alto
EST028,Ricardo José Navarro Campos,20,8/11/2025,8/15/2025,18,19,17,17,17,16,17,16,17.1,5,5,100,70.6,Bajo
EST029,Sofía Camila Gutiérrez Salazar,20,8/11/2025,8/15/2025,20,17,17,17,17,17,16,17,17.3,5,5,100,74.4,Bajo
EST030,Sonia Valentina Quispe López,20,8/11/2025,8/15/2025,17,17,16,18,17,16,16,17,16.8,5,5,100,68.1,Bajo
EST031,Valeria Alejandra Paredes Flores,20,8/11/2025,8/15/2025,17,17,17,17,19,17,19,16,17.4,5,5,100,80,Alto
EST001,Adriana Beatriz León Vargas,21,8/18/2025,8/22/2025,17,16,17,17,16,19,16,17,16.9,5,5,100,75,Bajo
EST002,Ariana Michelle León Cordero,21,8/18/2025,8/22/2025,20,17,17,17,16,20,17,18,17.8,5,5,100,78.1,Bajo
EST003,Andrés Felipe Guerrero Soto,21,8/18/2025,8/22/2025,16,17,20,18,16,17,16,17,17.1,5,5,100,73.1,Alto
EST004,Camila Estefanía Salazar Vega,21,8/18/2025,8/22/2025,20,16,17,19,19,20,20,17,18.5,5,5,100,86.25,Alto
EST005,Carlos Andrés Herrera Medina,21,8/18/2025,8/22/2025,18,17,16,16,16,16,17,17,16.6,5,5,100,69.4,Bajo
EST006,Carmen Rosa Méndez Fuentes,21,8/18/2025,8/22/2025,17,17,17,17,17,20,17,17,17.4,5,5,100,67.5,Bajo
EST007,Dafne Isabel Castro Díaz,21,8/18/2025,8/22/2025,17,18,17,16,16,16,16,16,16.5,5,5,100,76.9,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,21,8/18/2025,8/22/2025,17,17,19,19,17,17,17,19,17.8,5,5,100,75,Alto
EST009,Diana Sofia Campos Díaz,21,8/18/2025,8/22/2025,18,18,16,17,16,16,16,16,16.6,5,5,100,73.75,Bajo
EST010,Eduardo Enrique Prado Jiménez,21,8/18/2025,8/22/2025,17,17,16,16,17,20,17,16,17.0,5,5,100,73.1,Medio
EST011,Felipe Augusto Espinoza Torres,21,8/18/2025,8/22/2025,17,17,20,20,17,16,20,20,18.4,5,5,100,84.4,Alto
EST012,Gabriela Isabel Ríos Medina,21,8/18/2025,8/22/2025,16,16,17,16,18,19,18,17,17.1,5,5,100,78.1,Alto
EST013,Gisela Emilia Contreras Mendizábal,21,8/18/2025,8/22/2025,17,16,16,19,17,16,16,18,16.9,5,5,100,80,Alto
EST014,Hugo Francisco Mendoza Rojas,21,8/18/2025,8/22/2025,17,18,16,19,17,17,16,19,17.4,5,5,100,73.1,Alto
EST015,Jorge Eduardo Salazar Peña,21,8/18/2025,8/22/2025,17,16,19,20,17,17,16,17,17.4,5,5,100,74.4,Bajo
EST016,José Antonio Díaz Romero,21,8/18/2025,8/22/2025,17,16,16,16,17,19,16,18,16.9,5,5,100,76.9,Bajo
EST017,Juan Carlos Morales Miranda,21,8/18/2025,8/22/2025,16,16,17,16,16,20,17,17,16.9,5,5,100,70.6,Bajo
EST018,Laura Valentina Paredes Silva,21,8/18/2025,8/22/2025,16,20,17,16,17,17,17,16,17.0,5,5,100,77.5,Bajo
EST019,Luciana Andrea Vásquez Romero,21,8/18/2025,8/22/2025,16,19,16,17,20,18,16,16,17.3,5,5,100,78.1,Alto
EST020,Luis Alberto García Pérez,21,8/18/2025,8/22/2025,17,17,19,20,16,17,17,18,17.6,5,5,100,79.4,Alto
EST021,Magdalena Alejandra Torres Mendoza,21,8/18/2025,8/22/2025,17,17,19,16,17,17,17,17,17.1,5,5,100,67.5,Medio
EST022,María Fernanda Gutiérrez Rojas,21,8/18/2025,8/22/2025,17,17,17,19,19,19,17,16,17.6,5,5,100,71.9,Alto
EST023,Naomi Emilia Cervantes Herrera,21,8/18/2025,8/22/2025,20,20,17,16,17,19,17,17,17.9,4,5,80,73.1,Alto
EST024,Natalia Eugenia Chávez Herrera,21,8/18/2025,8/22/2025,17,16,19,20,17,16,17,16,17.3,5,5,100,74.4,Alto
EST025,Pablo Daniel Cabrera Luna,21,8/18/2025,8/22/2025,17,17,17,17,17,17,16,18,17.0,5,5,100,76.9,Alto
EST026,Paula Renata Gómez Silva,21,8/18/2025,8/22/2025,16,17,17,16,20,17,16,17,17.0,5,5,100,71.25,Alto
EST027,Renata Alejandra Olivos Díaz,21,8/18/2025,8/22/2025,17,20,17,16,17,17,20,16,17.5,5,5,100,79.4,Alto
EST028,Ricardo José Navarro Campos,21,8/18/2025,8/22/2025,17,18,16,17,17,16,16,17,16.8,5,5,100,71.25,Bajo
EST029,Sofía Camila Gutiérrez Salazar,21,8/18/2025,8/22/2025,17,16,17,16,18,19,17,19,17.4,5,5,100,73.75,Alto
EST030,Sonia Valentina Quispe López,21,8/18/2025,8/22/2025,17,16,17,17,16,17,17,17,16.8,5,5,100,63.75,Medio
EST031,Valeria Alejandra Paredes Flores,21,8/18/2025,8/22/2025,17,17,17,19,19,17,20,17,17.9,5,5,100,69.4,Alto
EST001,Adriana Beatriz León Vargas,22,8/25/2025,8/29/2025,17,16,16,17,17,17,16,19,16.9,5,5,100,71.9,Medio
EST002,Ariana Michelle León Cordero,22,8/25/2025,8/29/2025,19,17,16,16,20,18,16,17,17.4,5,5,100,79.4,Bajo
EST003,Andrés Felipe Guerrero Soto,22,8/25/2025,8/29/2025,18,17,19,16,17,17,16,20,17.5,5,5,100,76.9,Alto
EST004,Camila Estefanía Salazar Vega,22,8/25/2025,8/29/2025,17,20,19,20,19,17,17,19,18.5,5,5,100,80.6,Medio
EST005,Carlos Andrés Herrera Medina,22,8/25/2025,8/29/2025,19,17,16,17,17,17,17,17,17.1,5,5,100,71.25,Alto
EST006,Carmen Rosa Méndez Fuentes,22,8/25/2025,8/29/2025,17,16,19,16,17,16,16,17,16.8,5,5,100,74.4,Bajo
EST007,Dafne Isabel Castro Díaz,22,8/25/2025,8/29/2025,16,17,16,16,17,16,17,16,16.4,5,5,100,69.4,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,22,8/25/2025,8/29/2025,16,17,20,17,16,16,17,16,16.9,5,5,100,71.9,Bajo
EST009,Diana Sofia Campos Díaz,22,8/25/2025,8/29/2025,17,18,16,20,20,16,19,17,17.9,5,5,100,81.9,Alto
EST010,Eduardo Enrique Prado Jiménez,22,8/25/2025,8/29/2025,16,16,17,17,20,17,17,18,17.3,5,5,100,73.75,Alto
EST011,Felipe Augusto Espinoza Torres,22,8/25/2025,8/29/2025,16,19,19,17,17,17,17,17,17.4,5,5,100,72.5,Bajo
EST012,Gabriela Isabel Ríos Medina,22,8/25/2025,8/29/2025,17,16,17,19,18,19,17,17,17.5,5,5,100,80,Alto
EST013,Gisela Emilia Contreras Mendizábal,22,8/25/2025,8/29/2025,16,16,17,17,16,17,17,19,16.9,5,5,100,73.75,Medio
EST014,Hugo Francisco Mendoza Rojas,22,8/25/2025,8/29/2025,17,16,17,20,18,17,17,20,17.8,5,5,100,78.1,Alto
EST015,Jorge Eduardo Salazar Peña,22,8/25/2025,8/29/2025,17,16,17,19,17,16,17,17,17.0,5,5,100,70,Bajo
EST016,José Antonio Díaz Romero,22,8/25/2025,8/29/2025,19,17,16,19,17,16,19,16,17.4,5,5,100,76.25,Alto
EST017,Juan Carlos Morales Miranda,22,8/25/2025,8/29/2025,20,17,16,19,17,17,17,20,17.9,5,5,100,81.25,Alto
EST018,Laura Valentina Paredes Silva,22,8/25/2025,8/29/2025,16,19,19,16,20,18,16,18,17.8,5,5,100,86.9,Alto
EST019,Luciana Andrea Vásquez Romero,22,8/25/2025,8/29/2025,16,16,16,17,16,19,16,17,16.6,5,5,100,71.9,Bajo
EST020,Luis Alberto García Pérez,22,8/25/2025,8/29/2025,17,18,18,19,17,17,17,19,17.8,5,5,100,76.25,Alto
EST021,Magdalena Alejandra Torres Mendoza,22,8/25/2025,8/29/2025,18,16,17,17,17,17,20,17,17.4,5,5,100,71.25,Alto
EST022,María Fernanda Gutiérrez Rojas,22,8/25/2025,8/29/2025,17,17,17,19,16,19,16,16,17.1,5,5,100,71.9,Bajo
EST023,Naomi Emilia Cervantes Herrera,22,8/25/2025,8/29/2025,17,20,17,20,18,17,17,18,18.0,5,5,100,78.75,Alto
EST024,Natalia Eugenia Chávez Herrera,22,8/25/2025,8/29/2025,16,18,18,20,20,16,17,17,17.8,5,5,100,83.75,Alto
EST025,Pablo Daniel Cabrera Luna,22,8/25/2025,8/29/2025,17,18,16,17,17,17,18,16,17.0,5,5,100,68.75,Medio
EST026,Paula Renata Gómez Silva,22,8/25/2025,8/29/2025,17,20,16,19,16,16,17,17,17.3,5,5,100,76.25,Alto
EST027,Renata Alejandra Olivos Díaz,22,8/25/2025,8/29/2025,17,17,17,16,16,17,19,16,16.9,5,5,100,68.75,Bajo
EST028,Ricardo José Navarro Campos,22,8/25/2025,8/29/2025,16,16,20,20,18,17,20,16,17.9,5,5,100,84.4,Alto
EST029,Sofía Camila Gutiérrez Salazar,22,8/25/2025,8/29/2025,20,18,16,16,16,18,17,17,17.3,5,5,100,75,Bajo
EST030,Sonia Valentina Quispe López,22,8/25/2025,8/29/2025,16,17,17,17,17,17,17,17,16.9,5,5,100,63.1,Alto
EST031,Valeria Alejandra Paredes Flores,22,8/25/2025,8/29/2025,17,17,17,16,17,20,17,16,17.1,5,5,100,71.25,Bajo
EST001,Adriana Beatriz León Vargas,23,9/1/2025,9/5/2025,17,17,17,16,20,16,16,17,17.0,5,5,100,71.25,Alto
EST002,Ariana Michelle León Cordero,23,9/1/2025,9/5/2025,17,16,16,19,17,16,20,16,17.1,5,5,100,75,Bajo
EST003,Andrés Felipe Guerrero Soto,23,9/1/2025,9/5/2025,17,19,16,16,19,16,16,16,16.9,5,5,100,77.5,Bajo
EST004,Camila Estefanía Salazar Vega,23,9/1/2025,9/5/2025,17,17,16,18,17,17,16,17,16.9,5,5,100,72.5,Bajo
EST005,Carlos Andrés Herrera Medina,23,9/1/2025,9/5/2025,17,19,20,16,17,17,17,19,17.8,5,5,100,83.1,Alto
EST006,Carmen Rosa Méndez Fuentes,23,9/1/2025,9/5/2025,17,18,17,19,16,20,17,17,17.6,5,5,100,78.75,Alto
EST007,Dafne Isabel Castro Díaz,23,9/1/2025,9/5/2025,20,17,18,16,16,16,17,20,17.5,5,5,100,81.9,Alto
EST008,Daniela Estefanía Vásquez Ruiz,23,9/1/2025,9/5/2025,17,19,18,16,18,16,17,19,17.5,5,5,100,78.1,Alto
EST009,Diana Sofia Campos Díaz,23,9/1/2025,9/5/2025,17,17,16,17,17,16,17,17,16.8,5,5,100,68.1,Bajo
EST010,Eduardo Enrique Prado Jiménez,23,9/1/2025,9/5/2025,16,17,19,16,20,17,20,18,17.9,5,5,100,78.75,Alto
EST011,Felipe Augusto Espinoza Torres,23,9/1/2025,9/5/2025,17,17,16,16,17,17,20,16,17.0,5,5,100,68.75,Bajo
EST012,Gabriela Isabel Ríos Medina,23,9/1/2025,9/5/2025,17,17,16,16,16,17,20,17,17.0,5,5,100,75,Bajo
EST013,Gisela Emilia Contreras Mendizábal,23,9/1/2025,9/5/2025,20,16,17,17,17,16,16,20,17.4,5,5,100,74.4,Alto
EST014,Hugo Francisco Mendoza Rojas,23,9/1/2025,9/5/2025,16,17,18,18,17,17,16,16,16.9,5,5,100,78.75,Bajo
EST015,Jorge Eduardo Salazar Peña,23,9/1/2025,9/5/2025,19,16,20,17,16,16,16,18,17.3,4,5,80,81.25,Alto
EST016,José Antonio Díaz Romero,23,9/1/2025,9/5/2025,20,17,16,16,20,19,16,16,17.5,5,5,100,85.6,Alto
EST017,Juan Carlos Morales Miranda,23,9/1/2025,9/5/2025,19,17,18,16,16,17,16,17,17.0,5,5,100,77.5,Bajo
EST018,Laura Valentina Paredes Silva,23,9/1/2025,9/5/2025,17,17,17,17,17,16,16,20,17.1,5,5,100,75.6,Bajo
EST019,Luciana Andrea Vásquez Romero,23,9/1/2025,9/5/2025,18,20,19,17,17,17,18,18,18.0,5,5,100,83.75,Alto
EST020,Luis Alberto García Pérez,23,9/1/2025,9/5/2025,17,19,20,16,17,20,18,18,18.1,5,5,100,83.75,Alto
EST021,Magdalena Alejandra Torres Mendoza,23,9/1/2025,9/5/2025,17,16,16,17,17,17,20,17,17.1,5,5,100,71.9,Bajo
EST022,María Fernanda Gutiérrez Rojas,23,9/1/2025,9/5/2025,16,17,16,20,17,16,17,17,17.0,5,5,100,72.5,Bajo
EST023,Naomi Emilia Cervantes Herrera,23,9/1/2025,9/5/2025,17,16,16,17,17,17,19,20,17.4,5,5,100,73.75,Bajo
EST024,Natalia Eugenia Chávez Herrera,23,9/1/2025,9/5/2025,20,16,16,17,17,18,17,18,17.4,5,5,100,75.6,Bajo
EST025,Pablo Daniel Cabrera Luna,23,9/1/2025,9/5/2025,17,17,17,18,16,16,17,17,16.9,5,5,100,66.25,Bajo
EST026,Paula Renata Gómez Silva,23,9/1/2025,9/5/2025,20,16,17,16,16,17,16,17,16.9,5,5,100,68.1,Bajo
EST027,Renata Alejandra Olivos Díaz,23,9/1/2025,9/5/2025,17,17,17,16,16,16,16,19,17.4,5,5,100,68.75,Alto
EST028,Ricardo José Navarro Campos,23,9/1/2025,9/5/2025,20,16,17,17,16,16,16,17,17.4,5,5,100,73.75,Bajo
EST029,Sofía Camila Gutiérrez Salazar,23,9/1/2025,9/5/2025,17,17,16,16,17,16,17,17,17.4,4,5,80,70.6,Alto
EST030,Sonia Valentina Quispe López,23,9/1/2025,9/5/2025,16,17,17,16,16,17,17,17,17.3,5,5,100,65,Alto
EST031,Valeria Alejandra Paredes Flores,23,9/1/2025,9/5/2025,16,17,18,17,16,17,17,17,17.4,5,5,100,77.5,Alto
EST001,Adriana Beatriz León Vargas,24,9/8/2025,9/12/2025,17,18,17,16,18,17,17,17,17.3,5,5,100,78.1,Alto
EST002,Ariana Michelle León Cordero,24,9/8/2025,9/12/2025,17,17,16,19,16,17,17,19,17.3,5,5,100,70.6,Alto
EST003,Andrés Felipe Guerrero Soto,24,9/8/2025,9/12/2025,17,17,20,16,17,18,17,17,17.4,5,5,100,75.6,Alto
EST004,Camila Estefanía Salazar Vega,24,9/8/2025,9/12/2025,17,16,18,17,17,17,17,18,17.1,4,5,80,71.9,Alto
EST005,Carlos Andrés Herrera Medina,24,9/8/2025,9/12/2025,17,17,16,17,16,17,16,18,16.8,5,5,100,79.4,Bajo
EST006,Carmen Rosa Méndez Fuentes,24,9/8/2025,9/12/2025,17,20,19,16,17,19,16,17,17.6,5,5,100,74.4,Medio
EST007,Dafne Isabel Castro Díaz,24,9/8/2025,9/12/2025,17,17,19,17,17,16,18,19,17.5,5,5,100,78.1,Medio
EST008,Daniela Estefanía Vásquez Ruiz,24,9/8/2025,9/12/2025,16,17,16,17,16,17,20,19,17.3,5,5,100,75.6,Bajo
EST009,Diana Sofia Campos Díaz,24,9/8/2025,9/12/2025,20,17,17,19,17,16,19,18,17.9,5,5,100,75,Alto
EST010,Eduardo Enrique Prado Jiménez,24,9/8/2025,9/12/2025,16,17,16,17,19,19,19,17,17.5,5,5,100,78.75,Bajo
EST011,Felipe Augusto Espinoza Torres,24,9/8/2025,9/12/2025,17,16,16,16,16,17,17,19,16.8,5,5,100,69.4,Bajo
EST012,Gabriela Isabel Ríos Medina,24,9/8/2025,9/12/2025,16,17,17,17,17,18,20,20,17.8,5,5,100,78.75,Alto
EST013,Gisela Emilia Contreras Mendizábal,24,9/8/2025,9/12/2025,17,17,16,17,17,16,17,19,17.0,4,5,80,70,Bajo
EST014,Hugo Francisco Mendoza Rojas,24,9/8/2025,9/12/2025,17,17,16,19,17,17,20,16,17.4,5,5,100,75.6,Alto
EST015,Jorge Eduardo Salazar Peña,24,9/8/2025,9/12/2025,19,19,17,16,20,17,17,19,18.0,5,5,100,77.5,Alto
EST016,José Antonio Díaz Romero,24,9/8/2025,9/12/2025,18,16,17,17,17,17,17,17,17.0,5,5,100,67.5,Bajo
EST017,Juan Carlos Morales Miranda,24,9/8/2025,9/12/2025,20,16,16,17,18,16,17,17,17.1,5,5,100,80.6,Alto
EST018,Laura Valentina Paredes Silva,24,9/8/2025,9/12/2025,18,16,17,17,17,16,16,17,16.8,5,5,100,73.1,Bajo
EST019,Luciana Andrea Vásquez Romero,24,9/8/2025,9/12/2025,16,16,16,20,17,17,17,16,16.9,5,5,100,71.9,Bajo
EST020,Luis Alberto García Pérez,24,9/8/2025,9/12/2025,17,20,17,17,17,17,16,17,17.3,5,5,100,61.25,Bajo
EST021,Magdalena Alejandra Torres Mendoza,24,9/8/2025,9/12/2025,17,17,20,17,16,16,16,17,17.0,4,5,80,71.25,Bajo
EST022,María Fernanda Gutiérrez Rojas,24,9/8/2025,9/12/2025,17,16,20,16,16,16,18,17,17.0,5,5,100,78.1,Medio
EST023,Naomi Emilia Cervantes Herrera,24,9/8/2025,9/12/2025,17,18,16,17,17,16,18,16,16.9,5,5,100,71.9,Bajo
EST024,Natalia Eugenia Chávez Herrera,24,9/8/2025,9/12/2025,18,19,17,17,20,16,18,18,17.9,5,5,100,86.25,Alto
EST025,Pablo Daniel Cabrera Luna,24,9/8/2025,9/12/2025,16,16,17,17,19,19,17,18,17.4,5,5,100,76.9,Alto
EST026,Paula Renata Gómez Silva,24,9/8/2025,9/12/2025,19,17,17,17,19,17,17,20,17.9,5,5,100,73.1,Alto
EST027,Renata Alejandra Olivos Díaz,24,9/8/2025,9/12/2025,17,17,16,17,18,16,16,16,16.6,4,5,80,75.6,Bajo
EST028,Ricardo José Navarro Campos,24,9/8/2025,9/12/2025,17,19,17,18,16,20,18,17,17.8,5,5,100,81.9,Alto
EST029,Sofía Camila Gutiérrez Salazar,24,9/8/2025,9/12/2025,16,17,17,17,16,16,16,20,16.9,5,5,100,73.1,Bajo
EST030,Sonia Valentina Quispe López,24,9/8/2025,9/12/2025,17,20,16,20,19,17,17,17,17.9,5,5,100,76.25,Alto
EST031,Valeria Alejandra Paredes Flores,24,9/8/2025,9/12/2025,17,19,17,16,16,20,16,17,17.3,5,5,100,82.5,Bajo
EST001,Adriana Beatriz León Vargas,25,9/15/2025,9/19/2025,16,17,16,16,18,17,16,17,16.6,5,5,100,71.25,Bajo
EST002,Ariana Michelle León Cordero,25,9/15/2025,9/19/2025,17,16,17,16,17,20,18,19,17.5,5,5,100,80.6,Alto
EST003,Andrés Felipe Guerrero Soto,25,9/15/2025,9/19/2025,17,17,17,17,17,18,17,18,17.3,5,5,100,65,Bajo
EST004,Camila Estefanía Salazar Vega,25,9/15/2025,9/19/2025,16,20,18,17,18,16,17,20,17.8,5,5,100,87.5,Alto
EST005,Carlos Andrés Herrera Medina,25,9/15/2025,9/19/2025,17,17,17,18,16,20,19,17,17.6,5,5,100,80.6,Alto
EST006,Carmen Rosa Méndez Fuentes,25,9/15/2025,9/19/2025,19,17,16,17,18,16,16,16,16.9,5,5,100,75.6,Bajo
EST007,Dafne Isabel Castro Díaz,25,9/15/2025,9/19/2025,17,16,17,20,18,16,19,19,17.8,5,5,100,84.4,Alto
EST008,Daniela Estefanía Vásquez Ruiz,25,9/15/2025,9/19/2025,19,16,17,17,16,16,17,17,16.9,5,5,100,68.75,Bajo
EST009,Diana Sofia Campos Díaz,25,9/15/2025,9/19/2025,17,20,17,19,20,17,17,17,18.0,5,5,100,78.75,Alto
EST010,Eduardo Enrique Prado Jiménez,25,9/15/2025,9/19/2025,18,19,20,17,17,17,18,17,17.9,5,5,100,85.6,Alto
EST011,Felipe Augusto Espinoza Torres,25,9/15/2025,9/19/2025,16,19,17,17,19,17,19,17,17.6,5,5,100,75,Alto
EST012,Gabriela Isabel Ríos Medina,25,9/15/2025,9/19/2025,20,16,20,16,16,17,19,17,17.6,4,5,80,83.75,Bajo
EST013,Gisela Emilia Contreras Mendizábal,25,9/15/2025,9/19/2025,17,16,17,20,16,18,16,19,17.4,5,5,100,76.25,Alto
EST014,Hugo Francisco Mendoza Rojas,25,9/15/2025,9/19/2025,18,19,17,16,19,16,16,17,17.3,5,5,100,77.5,Bajo
EST015,Jorge Eduardo Salazar Peña,25,9/15/2025,9/19/2025,17,18,17,18,17,17,17,17,17.3,5,5,100,72.5,Bajo
EST016,José Antonio Díaz Romero,25,9/15/2025,9/19/2025,17,16,17,18,17,17,19,17,17.3,5,5,100,71.25,Alto
EST017,Juan Carlos Morales Miranda,25,9/15/2025,9/19/2025,17,20,17,17,18,19,16,19,17.9,5,5,100,76.9,Alto
EST018,Laura Valentina Paredes Silva,25,9/15/2025,9/19/2025,16,16,20,17,16,19,20,16,17.5,5,5,100,81.25,Alto
EST019,Luciana Andrea Vásquez Romero,25,9/15/2025,9/19/2025,17,19,17,16,17,17,17,20,17.5,5,5,100,70,Alto
EST020,Luis Alberto García Pérez,25,9/15/2025,9/19/2025,16,17,16,18,20,17,17,17,17.3,5,5,100,75,Medio
EST021,Magdalena Alejandra Torres Mendoza,25,9/15/2025,9/19/2025,16,17,20,20,16,16,17,16,17.3,5,5,100,75.6,Alto
EST022,María Fernanda Gutiérrez Rojas,25,9/15/2025,9/19/2025,19,20,16,17,17,19,16,18,17.8,5,5,100,83.75,Alto
EST023,Naomi Emilia Cervantes Herrera,25,9/15/2025,9/19/2025,20,20,16,18,16,17,16,17,17.5,5,5,100,75,Alto
EST024,Natalia Eugenia Chávez Herrera,25,9/15/2025,9/19/2025,17,19,17,17,17,16,20,16,17.4,5,5,100,75,Bajo
EST025,Pablo Daniel Cabrera Luna,25,9/15/2025,9/19/2025,18,17,17,16,17,18,17,16,17.0,5,5,100,76.9,Bajo
EST026,Paula Renata Gómez Silva,25,9/15/2025,9/19/2025,17,16,17,17,17,17,17,16,16.8,5,5,100,73.1,Bajo
EST027,Renata Alejandra Olivos Díaz,25,9/15/2025,9/19/2025,17,18,19,17,20,17,17,16,17.6,5,5,100,78.1,Alto
EST028,Ricardo José Navarro Campos,25,9/15/2025,9/19/2025,16,19,17,16,16,17,17,17,16.9,5,5,100,70,Bajo
EST029,Sofía Camila Gutiérrez Salazar,25,9/15/2025,9/19/2025,18,17,16,16,16,17,16,19,16.9,5,5,100,74.4,Medio
EST030,Sonia Valentina Quispe López,25,9/15/2025,9/19/2025,17,16,20,17,16,17,18,18,17.4,5,5,100,75,Bajo
EST031,Valeria Alejandra Paredes Flores,25,9/15/2025,9/19/2025,17,17,16,16,19,17,17,20,17.4,5,5,100,74.4,Alto
EST001,Adriana Beatriz León Vargas,26,9/22/2025,9/26/2025,20,16,19,16,17,16,17,17,17.3,5,5,100,80,Alto
EST002,Ariana Michelle León Cordero,26,9/22/2025,9/26/2025,20,17,16,16,20,17,16,17,17.4,5,5,100,79.4,Bajo
EST003,Andrés Felipe Guerrero Soto,26,9/22/2025,9/26/2025,18,17,16,20,17,16,20,17,17.6,5,5,100,82.5,Alto
EST004,Camila Estefanía Salazar Vega,26,9/22/2025,9/26/2025,18,18,17,16,17,16,17,17,17.0,5,5,100,70.6,Bajo
EST005,Carlos Andrés Herrera Medina,26,9/22/2025,9/26/2025,16,18,19,17,17,17,16,17,17.1,5,5,100,69.4,Bajo
EST006,Carmen Rosa Méndez Fuentes,26,9/22/2025,9/26/2025,17,17,20,17,19,16,17,19,17.8,5,5,100,78.75,Alto
